IRIS_ID	SUBPOPULATION
IRIS_313-7688	ind1B
IRIS_313-7689	ind1B
IRIS_313-7690	indx
IRIS_313-7691	ind1B
IRIS_313-7696	indx
IRIS_313-7698	indx
IRIS_313-7699	indx
IRIS_313-7719	indx
IRIS_313-7720	ind2
IRIS_313-7722	admix
IRIS_313-7725	ind2
IRIS_313-7728	ind2
IRIS_313-7736	ind2
IRIS_313-7758	ind2
IRIS_313-7766	ind1B
IRIS_313-7769	indx
IRIS_313-7770	ind1B
IRIS_313-7773	ind1B
IRIS_313-7778	indx
IRIS_313-7780	indx
IRIS_313-7792	indx
IRIS_313-7793	ind2
IRIS_313-7795	ind2
IRIS_313-7797	indx
IRIS_313-7799	ind2
IRIS_313-7807	ind1B
IRIS_313-7808	ind1B
IRIS_313-7809	indx
IRIS_313-7815	ind1B
IRIS_313-7816	ind1B
IRIS_313-7819	ind1B
IRIS_313-7820	ind1B
IRIS_313-7824	ind1B
IRIS_313-7826	ind1B
IRIS_313-7832	ind1B
IRIS_313-7838	trop
IRIS_313-7850	trop
IRIS_313-7856	subtrop
IRIS_313-7859	subtrop
IRIS_313-7863	trop
IRIS_313-7866	trop
IRIS_313-7868	trop
IRIS_313-7870	japx
IRIS_313-7876	trop
IRIS_313-7883	trop
IRIS_313-7885	trop
IRIS_313-7902	trop
IRIS_313-7907	trop
IRIS_313-7909	trop
IRIS_313-7911	ind1B
IRIS_313-7912	trop
IRIS_313-7914	trop
IRIS_313-7922	trop
IRIS_313-7924	trop
IRIS_313-7933	admix
IRIS_313-7959	trop
IRIS_313-7992	trop
IRIS_313-7993	trop
IRIS_313-7994	trop
IRIS_313-8003	trop
IRIS_313-8010	trop
IRIS_313-8011	subtrop
IRIS_313-8023	japx
IRIS_313-8024	temp
IRIS_313-8025	temp
IRIS_313-8026	temp
IRIS_313-8027	japx
IRIS_313-8029	japx
IRIS_313-8031	japx
IRIS_313-8032	temp
IRIS_313-8033	temp
IRIS_313-8037	japx
IRIS_313-8039	temp
IRIS_313-8041	japx
IRIS_313-8044	trop
IRIS_313-8046	trop
IRIS_313-8048	japx
IRIS_313-8049	japx
IRIS_313-8050	temp
IRIS_313-8052	temp
IRIS_313-8053	japx
IRIS_313-8057	trop
IRIS_313-8058	trop
IRIS_313-8060	trop
IRIS_313-8061	trop
IRIS_313-8062	trop
IRIS_313-8063	trop
IRIS_313-8064	trop
IRIS_313-8065	trop
IRIS_313-8066	temp
IRIS_313-8067	ind1B
IRIS_313-8068	indx
IRIS_313-8069	indx
IRIS_313-8072	trop
IRIS_313-8073	aus
IRIS_313-8074	trop
IRIS_313-8075	temp
IRIS_313-8076	trop
IRIS_313-8084	temp
IRIS_313-8085	temp
IRIS_313-8087	temp
IRIS_313-8090	temp
IRIS_313-8095	temp
IRIS_313-8096	temp
IRIS_313-8097	temp
IRIS_313-8099	temp
IRIS_313-8102	trop
IRIS_313-8105	temp
IRIS_313-8109	temp
IRIS_313-8111	temp
IRIS_313-8112	temp
IRIS_313-8113	temp
IRIS_313-8114	temp
IRIS_313-8115	japx
IRIS_313-8116	japx
IRIS_313-8118	temp
IRIS_313-8119	temp
IRIS_313-8121	japx
IRIS_313-8123	temp
IRIS_313-8124	japx
IRIS_313-8125	temp
IRIS_313-8126	temp
IRIS_313-8127	temp
IRIS_313-8128	temp
IRIS_313-8129	temp
IRIS_313-8132	temp
IRIS_313-8134	temp
IRIS_313-8135	temp
IRIS_313-8136	temp
IRIS_313-8137	japx
IRIS_313-8138	temp
IRIS_313-8139	japx
IRIS_313-8140	temp
IRIS_313-8141	temp
IRIS_313-8142	temp
IRIS_313-8143	japx
IRIS_313-8145	temp
IRIS_313-8147	temp
IRIS_313-8148	temp
IRIS_313-8149	temp
IRIS_313-8151	temp
IRIS_313-8154	japx
IRIS_313-8155	japx
IRIS_313-8158	japx
IRIS_313-8159	japx
IRIS_313-8160	temp
IRIS_313-8161	ind1B
IRIS_313-8162	temp
IRIS_313-8164	temp
IRIS_313-8165	temp
IRIS_313-8166	japx
IRIS_313-8167	japx
IRIS_313-8168	japx
IRIS_313-8170	japx
IRIS_313-8171	temp
IRIS_313-8172	admix
IRIS_313-8173	trop
IRIS_313-8177	japx
IRIS_313-8180	trop
IRIS_313-8183	trop
IRIS_313-8184	admix
IRIS_313-8185	trop
IRIS_313-8186	trop
IRIS_313-8192	trop
IRIS_313-8193	trop
IRIS_313-8195	japx
IRIS_313-8200	temp
IRIS_313-8202	trop
IRIS_313-8204	temp
IRIS_313-8205	japx
IRIS_313-8208	temp
IRIS_313-8209	trop
IRIS_313-8212	indx
IRIS_313-8213	trop
IRIS_313-8214	japx
IRIS_313-8215	indx
IRIS_313-8216	temp
IRIS_313-8217	temp
IRIS_313-8218	temp
IRIS_313-8232	trop
IRIS_313-8244	ind2
IRIS_313-8252	aus
IRIS_313-8253	ind3
IRIS_313-8256	japx
IRIS_313-8265	indx
IRIS_313-8268	aro
IRIS_313-8277	trop
IRIS_313-8279	trop
IRIS_313-8283	aus
IRIS_313-8285	trop
IRIS_313-8288	indx
IRIS_313-8291	ind3
IRIS_313-8292	ind3
IRIS_313-8293	ind3
IRIS_313-8302	admix
IRIS_313-8303	ind2
IRIS_313-8305	ind2
IRIS_313-8306	indx
IRIS_313-8312	ind3
IRIS_313-8314	trop
IRIS_313-8315	indx
IRIS_313-8316	ind3
IRIS_313-8321	aus
IRIS_313-8323	trop
IRIS_313-8324	admix
IRIS_313-8326	aro
IRIS_313-8332	indx
IRIS_313-8339	trop
IRIS_313-8341	indx
IRIS_313-8342	aus
IRIS_313-8349	ind2
IRIS_313-8356	trop
IRIS_313-8368	indx
IRIS_313-8380	ind1A
IRIS_313-8381	trop
IRIS_313-8382	admix
IRIS_313-8383	indx
IRIS_313-8385	aro
IRIS_313-8386	indx
IRIS_313-8387	temp
IRIS_313-8390	aus
IRIS_313-8391	ind2
IRIS_313-8392	ind1B
IRIS_313-8398	aus
IRIS_313-8399	temp
IRIS_313-8400	trop
IRIS_313-8401	indx
IRIS_313-8405	indx
IRIS_313-8407	ind3
IRIS_313-8409	indx
IRIS_313-8410	aus
IRIS_313-8412	indx
IRIS_313-8414	indx
IRIS_313-8431	trop
IRIS_313-8433	ind1A
IRIS_313-8434	trop
IRIS_313-8435	ind1A
IRIS_313-8436	trop
IRIS_313-8437	indx
IRIS_313-8439	trop
IRIS_313-8444	temp
IRIS_313-8450	ind2
IRIS_313-8453	indx
IRIS_313-8454	ind1A
IRIS_313-8457	ind3
IRIS_313-8458	indx
IRIS_313-8466	ind3
IRIS_313-8468	ind3
IRIS_313-8474	ind3
IRIS_313-8481	temp
IRIS_313-8485	ind3
IRIS_313-8486	subtrop
IRIS_313-8492	ind3
IRIS_313-8493	ind3
IRIS_313-8498	aro
IRIS_313-8502	temp
IRIS_313-8509	ind2
IRIS_313-8514	ind1B
IRIS_313-8519	subtrop
IRIS_313-8523	trop
IRIS_313-8530	ind2
IRIS_313-8536	ind3
IRIS_313-8554	aus
IRIS_313-8557	ind3
IRIS_313-8559	ind2
IRIS_313-8565	subtrop
IRIS_313-8567	ind3
IRIS_313-8568	ind2
IRIS_313-8571	ind3
IRIS_313-8572	trop
IRIS_313-8578	subtrop
IRIS_313-8580	subtrop
IRIS_313-8585	indx
IRIS_313-8586	ind3
IRIS_313-8591	ind3
IRIS_313-8594	trop
IRIS_313-8595	ind2
IRIS_313-8599	subtrop
IRIS_313-8603	indx
IRIS_313-8606	ind3
IRIS_313-8608	ind3
IRIS_313-8614	ind2
IRIS_313-8616	ind1B
IRIS_313-8621	ind1B
IRIS_313-8622	ind2
IRIS_313-8626	trop
IRIS_313-8627	trop
IRIS_313-8631	ind2
IRIS_313-8632	ind2
IRIS_313-8637	subtrop
IRIS_313-8638	ind3
IRIS_313-8641	aus
IRIS_313-8643	ind3
IRIS_313-8645	ind1A
IRIS_313-8647	ind2
IRIS_313-8655	aus
IRIS_313-8656	aro
IRIS_313-8657	indx
IRIS_313-8658	japx
IRIS_313-8659	indx
IRIS_313-8660	ind2
IRIS_313-8664	trop
IRIS_313-8665	temp
IRIS_313-8669	japx
IRIS_313-8674	ind3
IRIS_313-8679	ind3
IRIS_313-8681	ind3
IRIS_313-8683	ind2
IRIS_313-8687	trop
IRIS_313-8690	japx
IRIS_313-8694	trop
IRIS_313-8697	ind3
IRIS_313-8699	indx
IRIS_313-8702	ind3
IRIS_313-8703	ind2
IRIS_313-8704	ind2
IRIS_313-8712	aro
IRIS_313-8713	ind3
IRIS_313-8717	indx
IRIS_313-8721	aus
IRIS_313-8722	ind3
IRIS_313-8723	ind3
IRIS_313-8725	ind3
IRIS_313-8727	ind2
IRIS_313-8731	ind2
IRIS_313-8732	ind1B
IRIS_313-8733	ind2
IRIS_313-8735	japx
IRIS_313-8737	ind2
IRIS_313-8739	admix
IRIS_313-8743	indx
IRIS_313-8744	ind3
IRIS_313-8745	trop
IRIS_313-8747	aro
IRIS_313-8751	ind3
IRIS_313-8754	ind2
IRIS_313-8755	temp
IRIS_313-8757	ind2
IRIS_313-8765	aro
IRIS_313-8767	ind3
IRIS_313-8768	trop
IRIS_313-8769	trop
IRIS_313-8771	aus
IRIS_313-8778	trop
IRIS_313-8781	ind3
IRIS_313-8783	admix
IRIS_313-8785	ind3
IRIS_313-8789	aus
IRIS_313-8791	ind3
IRIS_313-8793	ind3
IRIS_313-8796	ind2
IRIS_313-8803	trop
IRIS_313-8811	ind3
IRIS_313-8812	ind3
IRIS_313-8813	aro
IRIS_313-8814	aro
IRIS_313-8815	subtrop
IRIS_313-8822	aus
IRIS_313-8831	ind3
IRIS_313-8833	ind3
IRIS_313-8844	ind2
IRIS_313-8846	indx
IRIS_313-8850	ind2
IRIS_313-8854	ind2
IRIS_313-8856	temp
IRIS_313-8857	subtrop
IRIS_313-8859	ind1A
IRIS_313-8864	aus
IRIS_313-8865	trop
IRIS_313-8870	ind3
IRIS_313-8872	japx
IRIS_313-8873	admix
IRIS_313-8876	trop
IRIS_313-8880	indx
IRIS_313-8883	japx
IRIS_313-8884	subtrop
IRIS_313-8889	indx
IRIS_313-8890	temp
IRIS_313-8894	trop
IRIS_313-8895	ind3
IRIS_313-8900	ind2
IRIS_313-8903	ind3
IRIS_313-8909	ind3
IRIS_313-8911	admix
IRIS_313-8914	indx
IRIS_313-8920	ind2
IRIS_313-8921	temp
IRIS_313-8922	ind2
IRIS_313-8923	trop
IRIS_313-8924	ind2
IRIS_313-8925	ind2
IRIS_313-8927	subtrop
IRIS_313-8930	ind1B
IRIS_313-8932	ind3
IRIS_313-8935	indx
IRIS_313-8940	ind1A
IRIS_313-8946	indx
IRIS_313-8948	ind3
IRIS_313-8955	trop
IRIS_313-8956	ind3
IRIS_313-8957	ind2
IRIS_313-8960	trop
IRIS_313-8963	aus
IRIS_313-8967	indx
IRIS_313-8968	ind2
IRIS_313-8976	trop
IRIS_313-8978	ind3
IRIS_313-8980	ind3
IRIS_313-8982	indx
IRIS_313-8985	ind3
IRIS_313-8986	indx
IRIS_313-8987	indx
IRIS_313-8988	ind2
IRIS_313-8994	indx
IRIS_313-8996	ind3
IRIS_313-8998	trop
IRIS_313-8999	subtrop
IRIS_313-9002	temp
IRIS_313-9005	ind3
IRIS_313-9006	ind3
IRIS_313-9017	indx
IRIS_313-9019	ind3
IRIS_313-9020	ind3
IRIS_313-9023	indx
IRIS_313-9032	ind1B
IRIS_313-9039	ind2
IRIS_313-9044	ind1B
IRIS_313-9048	subtrop
IRIS_313-9049	ind2
IRIS_313-9050	trop
IRIS_313-9053	admix
IRIS_313-9054	ind3
IRIS_313-9062	ind3
IRIS_313-9065	ind1A
IRIS_313-9066	ind1B
IRIS_313-9067	ind2
IRIS_313-9070	ind3
IRIS_313-9072	ind2
IRIS_313-9081	temp
IRIS_313-9083	aro
IRIS_313-9091	indx
IRIS_313-9097	ind3
IRIS_313-9098	ind3
IRIS_313-9101	admix
IRIS_313-9102	ind3
IRIS_313-9108	indx
IRIS_313-9111	ind1A
IRIS_313-9112	ind3
IRIS_313-9114	indx
IRIS_313-9115	ind3
IRIS_313-9116	ind3
IRIS_313-9117	ind3
IRIS_313-9119	ind3
IRIS_313-9120	admix
IRIS_313-9121	ind2
IRIS_313-9123	subtrop
IRIS_313-9129	trop
IRIS_313-9131	ind3
IRIS_313-9137	aus
IRIS_313-9139	ind2
IRIS_313-9140	temp
IRIS_313-9148	ind2
IRIS_313-9156	ind2
IRIS_313-9160	ind3
IRIS_313-9170	aro
IRIS_313-9172	aro
IRIS_313-9174	ind2
IRIS_313-9176	japx
IRIS_313-9182	indx
IRIS_313-9184	indx
IRIS_313-9187	ind2
IRIS_313-9188	ind3
IRIS_313-9190	indx
IRIS_313-9193	japx
IRIS_313-9197	ind3
IRIS_313-9198	ind3
IRIS_313-9201	trop
IRIS_313-9204	ind1A
IRIS_313-9208	ind3
IRIS_313-9209	ind3
IRIS_313-9210	ind3
IRIS_313-9218	ind2
IRIS_313-9227	ind1B
IRIS_313-9228	temp
IRIS_313-9233	temp
IRIS_313-9239	trop
IRIS_313-9242	admix
IRIS_313-9243	indx
IRIS_313-9249	temp
IRIS_313-9251	ind3
IRIS_313-9253	ind1A
IRIS_313-9256	indx
IRIS_313-9258	ind2
IRIS_313-9259	ind2
IRIS_313-9262	ind2
IRIS_313-9267	trop
IRIS_313-9271	ind2
IRIS_313-9273	ind3
IRIS_313-9281	ind3
IRIS_313-9283	aus
IRIS_313-9285	indx
IRIS_313-9286	ind3
IRIS_313-9287	ind2
IRIS_313-9288	ind3
IRIS_313-9294	ind2
IRIS_313-9297	trop
IRIS_313-9301	trop
IRIS_313-9302	ind3
IRIS_313-9310	ind3
IRIS_313-9313	indx
IRIS_313-9314	indx
IRIS_313-9317	indx
IRIS_313-9320	ind3
IRIS_313-9324	ind1A
IRIS_313-9325	ind1B
IRIS_313-9329	ind3
IRIS_313-9342	ind3
IRIS_313-9346	temp
IRIS_313-9347	indx
IRIS_313-9348	ind2
IRIS_313-9351	ind2
IRIS_313-9357	ind3
IRIS_313-9360	ind2
IRIS_313-9363	trop
IRIS_313-9366	japx
IRIS_313-9368	aus
IRIS_313-9372	ind1A
IRIS_313-9375	trop
IRIS_313-9379	temp
IRIS_313-9384	ind2
IRIS_313-9388	ind2
IRIS_313-9389	trop
IRIS_313-9391	ind2
IRIS_313-9392	admix
IRIS_313-9397	ind2
IRIS_313-9400	indx
IRIS_313-9402	indx
IRIS_313-9403	ind2
IRIS_313-9404	admix
IRIS_313-9405	trop
IRIS_313-9406	ind3
IRIS_313-9409	ind3
IRIS_313-9410	temp
IRIS_313-9415	ind3
IRIS_313-9422	aus
IRIS_313-9423	trop
IRIS_313-9424	indx
IRIS_313-9427	indx
IRIS_313-9429	indx
IRIS_313-9433	ind2
IRIS_313-9438	temp
IRIS_313-9445	admix
IRIS_313-9449	aus
IRIS_313-9451	indx
IRIS_313-9452	trop
IRIS_313-9461	ind3
IRIS_313-9463	temp
IRIS_313-9464	admix
IRIS_313-9468	temp
IRIS_313-9469	ind1A
IRIS_313-9470	trop
IRIS_313-9472	indx
IRIS_313-9482	ind1B
IRIS_313-9484	indx
IRIS_313-9491	trop
IRIS_313-9492	ind2
IRIS_313-9503	indx
IRIS_313-9505	ind1A
IRIS_313-9506	admix
IRIS_313-9516	ind2
IRIS_313-9519	trop
IRIS_313-9522	indx
IRIS_313-9523	japx
IRIS_313-9529	subtrop
IRIS_313-9533	ind3
IRIS_313-9539	temp
IRIS_313-9547	ind2
IRIS_313-9550	trop
IRIS_313-9551	ind2
IRIS_313-9555	indx
IRIS_313-9557	ind2
IRIS_313-9558	trop
IRIS_313-9560	indx
IRIS_313-9566	ind1B
IRIS_313-9567	ind3
IRIS_313-9568	trop
IRIS_313-9570	indx
IRIS_313-9572	indx
IRIS_313-9574	indx
IRIS_313-9575	ind3
IRIS_313-9582	ind3
IRIS_313-9590	ind3
IRIS_313-9593	indx
IRIS_313-9594	indx
IRIS_313-9600	indx
IRIS_313-9601	aro
IRIS_313-9602	indx
IRIS_313-9604	indx
IRIS_313-9605	ind1A
IRIS_313-9606	ind2
IRIS_313-9609	indx
IRIS_313-9610	aus
IRIS_313-9611	ind2
IRIS_313-9616	trop
IRIS_313-9617	ind2
IRIS_313-9619	indx
IRIS_313-9623	indx
IRIS_313-9626	aus
IRIS_313-9629	aro
IRIS_313-9634	indx
IRIS_313-9636	aus
IRIS_313-9637	ind3
IRIS_313-9641	aus
IRIS_313-9648	admix
IRIS_313-9661	aus
IRIS_313-9669	ind3
IRIS_313-9682	aro
IRIS_313-9685	indx
IRIS_313-9687	indx
IRIS_313-9691	trop
IRIS_313-9694	ind3
IRIS_313-9695	aus
IRIS_313-9696	indx
IRIS_313-9697	ind3
IRIS_313-9698	temp
IRIS_313-9699	ind3
IRIS_313-9701	temp
IRIS_313-9702	temp
IRIS_313-9703	temp
IRIS_313-9705	ind1A
IRIS_313-9706	ind1A
IRIS_313-9708	ind1A
IRIS_313-9709	ind2
IRIS_313-9723	ind1A
IRIS_313-9724	temp
IRIS_313-9725	temp
IRIS_313-9727	ind1A
IRIS_313-9730	ind1A
IRIS_313-9732	ind2
IRIS_313-9740	ind2
IRIS_313-9742	trop
IRIS_313-9745	trop
IRIS_313-9758	ind1A
IRIS_313-9759	temp
IRIS_313-9767	indx
IRIS_313-9769	temp
IRIS_313-9770	temp
IRIS_313-9771	temp
IRIS_313-9774	japx
IRIS_313-9778	admix
IRIS_313-9782	temp
IRIS_313-9783	admix
IRIS_313-9789	trop
IRIS_313-9790	temp
IRIS_313-9791	indx
IRIS_313-9795	ind2
IRIS_313-9800	trop
IRIS_313-9809	ind3
IRIS_313-9811	temp
IRIS_313-9813	temp
IRIS_313-9814	temp
IRIS_313-9817	ind2
IRIS_313-9818	admix
IRIS_313-9822	ind1A
IRIS_313-9825	ind2
IRIS_313-9831	indx
IRIS_313-9832	ind2
IRIS_313-9838	temp
IRIS_313-9839	temp
IRIS_313-9841	indx
IRIS_313-9851	trop
IRIS_313-9861	aus
IRIS_313-9862	ind2
IRIS_313-9867	ind1B
IRIS_313-9880	temp
IRIS_313-9882	indx
IRIS_313-9884	temp
IRIS_313-9886	temp
IRIS_313-9887	temp
IRIS_313-9890	temp
IRIS_313-9891	temp
IRIS_313-9897	trop
IRIS_313-9898	ind3
IRIS_313-9917	ind1B
IRIS_313-9922	ind1B
IRIS_313-9924	indx
IRIS_313-9925	ind1B
IRIS_313-9926	indx
IRIS_313-9928	trop
IRIS_313-9929	trop
IRIS_313-9935	ind2
IRIS_313-9936	ind2
IRIS_313-9937	temp
IRIS_313-9939	admix
IRIS_313-9940	ind1B
IRIS_313-9944	indx
IRIS_313-9949	trop
IRIS_313-9953	indx
IRIS_313-9961	temp
IRIS_313-9963	aus
IRIS_313-9964	temp
IRIS_313-9966	ind1B
IRIS_313-9968	indx
IRIS_313-9969	indx
IRIS_313-9970	ind2
IRIS_313-9974	temp
IRIS_313-9976	ind1A
IRIS_313-9978	aro
IRIS_313-9980	japx
IRIS_313-9986	indx
IRIS_313-9989	ind3
IRIS_313-9995	trop
IRIS_313-9996	temp

