"Trial","Genotype ","Replication","TN","RN","ARP","RL","Category"
"1st Expt","MG131",1,6,143,25.11,818.634,"kk"
"1st Expt","MG131",3,5,112,24.849,909.735,"kk"
"1st Expt","MG131",2,6,169,27.834,1080.86,"kk"
"1st Expt","MG135",3,5,73,23.898,925.329,"kk"
"1st Expt","MG135",1,6,79,18.69,980.94,"kk"
"1st Expt","MG135",2,5,64,21.662,917.594,"kk"
"1st Expt","MG139",3,5,94,33.211,748.784,"kk"
"1st Expt","MG139",1,7,166,29.019,731.489,"kk"
"1st Expt","MG139",2,5,102,31.972,768.295,"kk"
"1st Expt","MG140",3,4,79,27.572,957.187,"kk"
"1st Expt","MG140",1,4,73,26.364,974.76,"kk"
"1st Expt","MG140",2,5,82,24.976,1059.893,"kk"
"1st Expt","MG141",1,8,161,38.251,1084.355,"kk"
"1st Expt","MG141",2,7,124,35.626,1142.753,"kk"
"1st Expt","MG141",3,7,139,36.497,1024.381,"kk"
"1st Expt","MG145",3,6,172,33.271,821.671,"kk"
"1st Expt","MG145",2,5,114,35.49,723.116,"kk"
"1st Expt","MG145",1,7,180,31.635,737.335,"kk"
"1st Expt","MG146",1,7,140,37.317,1073.072,"kk"
"1st Expt","MG146",2,5,102,39.704,932.689,"kk"
"1st Expt","MG146",3,6,129,34.731,958.012,"kk"
"1st Expt","MG149",3,3,62,40.5,702.84,"kk"
"1st Expt","MG149",1,3,68,41.28,616.128,"kk"
"1st Expt","MG149",2,3,85,42.523,723.481,"kk"
"1st Expt","MG150",2,5,89,35.798,927.247,"kk"
"1st Expt","MG150",3,5,66,32.963,776.246,"kk"
"1st Expt","MG150",1,5,74,31.612,868.206,"kk"
"1st Expt","MG151",1,5,109,34.776,835.24,"kk"
"1st Expt","MG151",3,5,105,34.419,840.728,"kk"
"1st Expt","MG151",2,4,103,36.404,830.313,"kk"
"1st Expt","MG154",1,8,144,28.482,932.733,"kk"
"1st Expt","MG154",3,7,119,27.446,1052.7,"kk"
"1st Expt","MG154",2,7,99,25.792,1066.781,"kk"
"1st Expt","MG155",1,8,151,41.469,897.71,"kk"
"1st Expt","MG155",2,8,131,35.949,899.888,"kk"
"1st Expt","MG155",3,9,145,38.572,789.958,"kk"
"1st Expt","MG156",1,5,178,32.539,919.936,"kk"
"1st Expt","MG156",3,5,185,31.543,928.703,"kk"
"1st Expt","MG156",2,5,201,29.793,797.036,"kk"
"1st Expt","MG160",1,15,215,34.425,872.113,"kk"
"1st Expt","MG160",2,15,250,37.648,841.305,"kk"
"1st Expt","MG160",3,13,235,33.737,628.406,"kk"
"1st Expt","MG161",2,9,143,37.327,772.882,"kk"
"1st Expt","MG161",1,8,150,41.114,757.679,"kk"
"1st Expt","MG161",3,8,124,38.74,821.185,"kk"
"1st Expt","MG164",1,6,138,31.012,878.125,"kk"
"1st Expt","MG164",2,6,129,33.559,853.252,"kk"
"1st Expt","MG164",3,7,162,34.049,606.896,"kk"
"1st Expt","MG165",1,8,160,33.121,759.021,"kk"
"1st Expt","MG165",3,9,212,31.022,956.736,"kk"
"1st Expt","MG165",2,9,196,31.291,687.32,"kk"
"1st Expt","MG168",2,7,140,34.831,922.278,"kk"
"1st Expt","MG168",1,7,161,31.812,1075.812,"kk"
"1st Expt","MG168",3,5,105,34.333,1042.381,"kk"
"1st Expt","MG169",1,9,176,36.984,735.421,"kk"
"1st Expt","MG169",2,9,139,42.858,884.634,"kk"
"1st Expt","MG169",3,8,135,44.342,744.303,"kk"
"1st Expt","MG170",2,8,120,30.359,985.209,"kk"
"1st Expt","MG170",1,6,89,31.227,882.128,"kk"
"1st Expt","MG170",3,7,114,33.244,882.805,"kk"
"1st Expt","MG173",2,6,101,22.631,946.96,"kk"
"1st Expt","MG173",3,6,95,23.372,693.634,"kk"
"1st Expt","MG173",1,7,107,25.888,956.285,"kk"
"1st Expt","MG174",2,3,74,26.606,564.575,"kk"
"1st Expt","MG174",3,3,96,23.468,807.926,"kk"
"1st Expt","MG174",1,3,90,23.721,745.752,"kk"
"1st Expt","MG175",1,6,137,29.533,1078.017,"kk"
"1st Expt","MG175",3,5,126,33.016,1088.336,"kk"
"1st Expt","MG175",2,6,154,31.881,1096.207,"kk"
"1st Expt","MG178",1,4,112,24.256,731.852,"kk"
"1st Expt","MG178",2,4,122,19.204,807.915,"kk"
"1st Expt","MG178",3,3,94,21.175,744.502,"kk"
"1st Expt","MG179",3,4,139,33.675,816.254,"kk"
"1st Expt","MG179",2,4,148,33.279,789.95,"kk"
"1st Expt","MG179",1,4,141,33.023,834.248,"kk"
"1st Expt","MG180",1,6,148,24.861,688.44,"kk"
"1st Expt","MG180",3,6,143,28.388,841.03,"kk"
"1st Expt","MG180",2,6,139,25.811,968.471,"kk"
"1st Expt","MG183",3,9,143,27.806,715.433,"kk"
"1st Expt","MG183",2,8,138,30.743,681.994,"kk"
"1st Expt","MG183",1,10,165,34.554,827.386,"kk"
"1st Expt","MG184",3,8,193,36.217,839.521,"kk"
"1st Expt","MG184",1,7,178,36.762,878.314,"kk"
"1st Expt","MG184",2,8,190,33.256,841.339,"kk"
"1st Expt","MG188",1,4,74,35.79,1001.639,"kk"
"1st Expt","MG188",3,4,71,38.024,940.086,"kk"
"1st Expt","MG188",2,5,80,33.306,1015.39,"kk"
"1st Expt","MG189",1,8,121,33.478,748.685,"kk"
"1st Expt","MG189",2,7,112,32.645,799.675,"kk"
"1st Expt","MG189",3,9,120,35.256,742.089,"kk"
"1st Expt","MG193",2,8,134,28.299,792.581,"kk"
"1st Expt","MG193",3,7,108,33.321,815.389,"kk"
"1st Expt","MG193",1,7,112,31.513,916.941,"kk"
"1st Expt","MG194",2,6,121,29.77,781.604,"kk"
"1st Expt","MG194",1,6,113,32.073,800.337,"kk"
"1st Expt","MG194",3,5,87,29.517,749.425,"kk"
"1st Expt","MG195",1,6,131,30.418,1094.939,"kk"
"1st Expt","MG195",2,5,98,30.618,1157.395,"kk"
"1st Expt","MG195",3,6,118,28.542,1008.053,"kk"
"1st Expt","MG198",1,6,105,33.9,998.124,"kk"
"1st Expt","MG198",2,6,114,32.975,1068.823,"kk"
"1st Expt","MG198",3,5,83,34.808,838.235,"kk"
"1st Expt","MG199",2,6,97,21.391,558.151,"kk"
"1st Expt","MG199",3,6,121,25.433,924.284,"kk"
"1st Expt","MG199",1,4,62,23.15,757.311,"kk"
"1st Expt","MG200",1,9,102,27.001,925.629,"kk"
"1st Expt","MG200",3,8,93,31.004,681.304,"kk"
"1st Expt","MG200",2,8,92,29.548,869.636,"kk"
"1st Expt","MG203",3,6,135,39.232,678.836,"kk"
"1st Expt","MG203",2,4,93,34.866,851.193,"kk"
"1st Expt","MG203",1,4,104,37.214,865.678,"kk"
"1st Expt","MG204",1,6,83,26.692,1160.859,"kk"
"1st Expt","MG204",3,6,63,25.459,1081.114,"kk"
"1st Expt","MG204",2,6,74,28.13,1032.401,"kk"
"1st Expt","MG208",1,7,128,26.113,1011.491,"kk"
"1st Expt","MG208",2,7,110,25.276,984.547,"kk"
"1st Expt","MG208",3,8,158,27.43,793.916,"kk"
"1st Expt","MG209",1,5,80,27.298,772.046,"kk"
"1st Expt","MG209",2,7,114,24.849,831.663,"kk"
"1st Expt","MG209",3,7,117,29.214,797.523,"kk"
"1st Expt","MG213",2,5,129,35.891,889.947,"kk"
"1st Expt","MG213",3,5,135,35.352,870.473,"kk"
"1st Expt","MG213",1,5,123,39.221,1094.506,"kk"
"1st Expt","MG214",2,8,128,32.255,894.884,"kk"
"1st Expt","MG214",3,7,120,33.493,1053.659,"kk"
"1st Expt","MG214",1,7,139,30.711,1108.179,"kk"
"1st Expt","MG215",1,5,99,33.96,918.104,"kk"
"1st Expt","MG215",2,6,121,36.275,1154.175,"kk"
"1st Expt","MG215",3,4,79,31.315,1009.945,"kk"
"1st Expt","MG218",1,4,139,28.601,615.325,"kk"
"1st Expt","MG218",3,4,128,29.901,683.235,"kk"
"1st Expt","MG218",2,4,117,32.855,585.845,"kk"
"1st Expt","MG219",2,6,115,29.746,993.008,"kk"
"1st Expt","MG219",3,6,110,31.124,1068.36,"kk"
"1st Expt","MG219",1,7,130,32.277,920.612,"kk"
"1st Expt","MG220",1,4,84,31.36,919.746,"kk"
"1st Expt","MG220",3,4,124,29.278,910.863,"kk"
"1st Expt","MG220",2,5,144,33.782,906.251,"kk"
"1st Expt","MG223",3,3,106,34.811,1051.975,"kk"
"1st Expt","MG223",1,3,120,33.177,875.859,"kk"
"1st Expt","MG223",2,3,125,30.093,836.117,"kk"
"1st Expt","MG224",1,9,157,25.425,712.536,"kk"
"1st Expt","MG224",2,10,181,27.551,759.464,"kk"
"1st Expt","MG224",3,8,119,25.739,909.129,"kk"
"1st Expt","MG225",2,6,108,23.495,735.962,"kk"
"1st Expt","MG225",3,6,130,27.175,817.473,"kk"
"1st Expt","MG225",1,7,118,23.07,807.409,"kk"
"1st Expt","MG228",2,6,120,28.273,867.865,"kk"
"1st Expt","MG228",3,6,107,28.086,1015.947,"kk"
"1st Expt","MG228",1,6,109,29.64,591.987,"kk"
"1st Expt","MG229",1,6,173,32.416,933.375,"kk"
"1st Expt","MG229",3,6,159,32.194,762.433,"kk"
"1st Expt","MG229",2,8,195,34.568,902.655,"kk"
"1st Expt","MG230",2,8,156,24.884,1036.398,"kk"
"1st Expt","MG230",3,8,146,23.183,700.469,"kk"
"1st Expt","MG230",1,7,142,25.983,1078.61,"kk"
"1st Expt","MG234",1,6,92,31.666,848.347,"kk"
"1st Expt","MG234",2,8,143,29.575,1171.959,"kk"
"1st Expt","MG234",3,8,118,32.154,1042.742,"kk"
"1st Expt","MG235",3,8,150,25.772,840.566,"kk"
"1st Expt","MG235",1,9,161,27.396,1074.31,"kk"
"1st Expt","MG235",2,8,155,23.195,796.111,"kk"
"1st Expt","MG238",3,11,184,31.701,601.109,"kk"
"1st Expt","MG238",2,9,163,28.105,770.846,"kk"
"1st Expt","MG238",1,10,183,29.387,618.566,"kk"
"1st Expt","MG239",1,7,100,25.828,872.332,"kk"
"1st Expt","MG239",2,6,84,27.025,712.544,"kk"
"1st Expt","MG239",3,6,95,25.457,942.112,"kk"
"1st Expt","MG240",2,5,85,25.69,1034.672,"kk"
"1st Expt","MG240",3,5,89,26.073,1015.478,"kk"
"1st Expt","MG240",1,5,78,26.672,844.341,"kk"
"1st Expt","MG243",3,4,94,28.537,873.942,"kk"
"1st Expt","MG243",1,3,67,30.829,855.474,"kk"
"1st Expt","MG243",2,4,80,31.071,693.091,"kk"
"1st Expt","MG244",2,6,109,26.704,864.52,"kk"
"1st Expt","MG244",3,7,117,26.251,653.195,"kk"
"1st Expt","MG244",1,7,133,27.152,744.785,"kk"
"1st Expt","MG245",1,6,123,32.547,976.459,"kk"
"1st Expt","MG245",3,5,119,30.295,928.866,"kk"
"1st Expt","MG245",2,5,127,31.056,807.619,"kk"
"1st Expt","MG248",2,7,150,40.433,938.532,"kk"
"1st Expt","MG248",1,5,111,39.384,1021.991,"kk"
"1st Expt","MG248",3,6,138,40.343,963.929,"kk"
"1st Expt","MG249",1,4,94,33.695,1039.896,"kk"
"1st Expt","MG249",2,3,67,33.799,659.088,"kk"
"1st Expt","MG249",3,3,66,33.077,855.224,"kk"
"1st Expt","MG250",2,6,111,31.492,976.662,"kk"
"1st Expt","MG250",3,7,127,31.101,801.819,"kk"
"1st Expt","MG250",1,6,100,28.808,855.31,"kk"
"1st Expt","MG254",1,6,84,23.145,812.984,"kk"
"1st Expt","MG254",2,6,76,26.874,938.855,"kk"
"1st Expt","MG254",3,6,95,25.035,1146.812,"kk"
"1st Expt","MG258",3,6,106,27.998,746.176,"kk"
"1st Expt","MG258",2,7,140,31.126,701.572,"kk"
"1st Expt","MG258",1,6,100,29.613,510.812,"kk"
"1st Expt","MG260",3,7,159,29.116,817.147,"kk"
"1st Expt","MG260",1,6,128,29.707,992.351,"kk"
"1st Expt","MG260",2,6,142,26.559,1044.891,"kk"
"1st Expt","MG263",3,8,156,28.657,799.259,"kk"
"1st Expt","MG263",2,8,167,26.77,912.545,"kk"
"1st Expt","MG263",1,8,140,27.502,841.487,"kk"
"1st Expt","MG264",3,9,164,32.803,840.473,"kk"
"1st Expt","MG264",1,9,191,31.863,712.387,"kk"
"1st Expt","MG264",2,9,189,31.189,835.443,"kk"
"1st Expt","MG265",2,8,161,11.353,1044.464,"kk"
"1st Expt","MG265",3,8,155,9.457,1183.97,"kk"
"1st Expt","MG265",1,7,122,11.985,1042.374,"kk"
"1st Expt","MG268",2,9,129,24.349,734.952,"kk"
"1st Expt","MG268",3,8,118,24.448,808.356,"kk"
"1st Expt","MG268",1,7,101,22.242,1000.623,"kk"
"1st Expt","MG270",1,3,95,24.598,787.964,"kk"
"1st Expt","MG270",2,4,127,25.655,750.221,"kk"
"1st Expt","MG270",3,4,139,23.125,669.05,"kk"
"1st Expt","MG273",2,5,140,29.223,936.149,"kk"
"1st Expt","MG273",1,5,145,29.45,915.229,"kk"
"1st Expt","MG273",3,4,111,28.752,662.244,"kk"
"1st Expt","MG274",1,4,125,18.119,697.958,"kk"
"1st Expt","MG274",2,6,178,23.371,686.139,"kk"
"1st Expt","MG274",3,5,145,22.526,865.951,"kk"
"1st Expt","MG278",2,5,108,35.957,869.087,"kk"
"1st Expt","MG278",1,5,125,35.273,785.715,"kk"
"1st Expt","MG278",3,5,103,35.79,926.464,"kk"
"1st Expt","MG279",1,4,114,36.83,982.191,"kk"
"1st Expt","MG279",2,5,109,37.628,728.202,"kk"
"1st Expt","MG279",3,4,113,38.199,985.461,"kk"
"1st Expt","MG280",1,5,82,35.829,909.546,"kk"
"1st Expt","MG280",3,5,88,34.278,867.551,"kk"
"1st Expt","MG280",2,5,91,36.224,855.531,"kk"
"1st Expt","MG283",3,4,91,31.01,892.884,"kk"
"1st Expt","MG283",1,6,120,33.464,931.204,"kk"
"1st Expt","MG283",2,6,110,34.29,935.582,"kk"
"1st Expt","MG284",2,5,87,30.638,1043.79,"kk"
"1st Expt","MG284",3,6,111,29.453,1096.852,"kk"
"1st Expt","MG284",1,5,82,32.419,537.036,"kk"
"1st Expt","MG285",3,5,116,28.35,1055.247,"kk"
"1st Expt","MG285",2,5,126,28.543,1043.862,"kk"
"1st Expt","MG285",1,4,98,28.394,985.044,"kk"
"1st Expt","MG288",1,5,123,40.72,725.994,"kk"
"1st Expt","MG288",2,4,124,41.248,639.041,"kk"
"1st Expt","MG288",3,4,110,38.68,705.967,"kk"
"1st Expt","MG289",1,7,129,38.197,800.297,"kk"
"1st Expt","MG289",2,9,130,36.206,980.78,"kk"
"1st Expt","MG289",3,8,112,36.669,910.592,"kk"
"1st Expt","MG290",1,4,75,32.666,722.988,"kk"
"1st Expt","MG290",2,4,85,33.13,761.962,"kk"
"1st Expt","MG290",3,3,64,29.599,877.023,"kk"
"1st Expt","MG292",2,6,122,37.213,539.868,"kk"
"1st Expt","MG292",3,4,110,40.47,549.868,"kk"
"1st Expt","MG292",1,5,118,38.438,821.37,"kk"
"1st Expt","MG294",2,7,113,16.059,767.295,"kk"
"1st Expt","MG294",3,8,142,17.459,709.305,"kk"
"1st Expt","MG294",1,7,129,18.323,754.809,"kk"
"1st Expt","MG295",2,9,151,28.291,887.663,"kk"
"1st Expt","MG295",3,9,168,33.328,848.027,"kk"
"1st Expt","MG295",1,9,130,32.403,1193.719,"kk"
"1st Expt","MG299",2,8,188,32.38,868.802,"kk"
"1st Expt","MG299",1,7,157,31.94,796.087,"kk"
"1st Expt","MG299",3,8,182,29.609,953.479,"kk"
"1st Expt","MG302",2,7,115,22.973,773.167,"kk"
"1st Expt","MG302",3,7,125,25.828,830.819,"kk"
"1st Expt","MG302",1,8,158,23.262,861.176,"kk"
"1st Expt","MG303",1,12,163,31.874,852.432,"kk"
"1st Expt","MG303",2,10,149,33.076,833.179,"kk"
"1st Expt","MG303",3,12,200,34.163,618.991,"kk"
"1st Expt","MG307",1,4,65,34.963,1063.23,"kk"
"1st Expt","MG307",2,6,102,32.366,756.431,"kk"
"1st Expt","MG307",3,6,70,31.644,914.21,"kk"
"1st Expt","MG308",2,4,64,32.54,869.964,"kk"
"1st Expt","MG308",1,5,93,30.351,789.806,"kk"
"1st Expt","MG308",3,4,60,34.394,770.819,"kk"
"1st Expt","MG312",2,7,152,29.868,930.115,"kk"
"1st Expt","MG312",1,7,122,28.212,730.619,"kk"
"1st Expt","MG312",3,7,132,37.911,875.289,"kk"
"1st Expt","MG313",2,5,176,33.752,893.074,"kk"
"1st Expt","MG313",3,3,93,34.411,865.715,"kk"
"1st Expt","MG313",1,4,136,36.284,993.171,"kk"
"1st Expt","MG317",3,4,116,30.426,867.287,"kk"
"1st Expt","MG317",1,5,127,33.355,994.068,"kk"
"1st Expt","MG317",2,4,99,32.55,988.082,"kk"
"1st Expt","MG318",3,4,75,37.912,552.468,"kk"
"1st Expt","MG318",2,4,78,38.544,574.712,"kk"
"1st Expt","MG318",1,4,87,35.811,590.32,"kk"
"1st Expt","MG322",3,6,125,27.532,951.864,"kk"
"1st Expt","MG322",2,5,98,28.297,917.47,"kk"
"1st Expt","MG322",1,5,111,29.302,923.843,"kk"
"1st Expt","MG323",2,4,105,14.007,777.98,"kk"
"1st Expt","MG323",3,4,89,9.843,962.213,"kk"
"1st Expt","MG323",1,3,67,14.357,835.551,"kk"
"1st Expt","MG327",2,6,140,33.439,867.788,"kk"
"1st Expt","MG327",3,6,135,30.596,782.173,"kk"
"1st Expt","MG327",1,5,121,32.313,947.272,"kk"
"1st Expt","MG328",3,7,147,40.607,945.733,"kk"
"1st Expt","MG328",1,7,135,35.811,904.562,"kk"
"1st Expt","MG328",2,7,129,36.449,771.089,"kk"
"1st Expt","MG332",3,6,142,34.972,820.482,"kk"
"1st Expt","MG332",1,4,102,31.754,802.828,"kk"
"1st Expt","MG332",2,5,104,33.839,702.599,"kk"
"1st Expt","MG334",2,6,107,33.981,945.315,"kk"
"1st Expt","MG334",1,7,144,36.103,911.116,"kk"
"1st Expt","MG334",3,6,135,35.946,697.722,"kk"
"1st Expt","MG337",1,4,96,29.223,705.788,"kk"
"1st Expt","MG337",2,4,114,29.496,670.832,"kk"
"1st Expt","MG337",3,4,88,26.512,1064.388,"kk"
"1st Expt","MG339",1,6,103,23.331,868.414,"kk"
"1st Expt","MG339",2,4,78,20.136,678.358,"kk"
"1st Expt","MG339",3,5,99,22.87,537.265,"kk"
"1st Expt","MG342",3,4,93,26.934,1006.929,"kk"
"1st Expt","MG342",2,4,74,25.418,1140.288,"kk"
"1st Expt","MG342",1,4,76,25.002,950.974,"kk"
"1st Expt","MG343",2,4,88,39.971,865.567,"kk"
"1st Expt","MG343",1,5,129,41.131,935.582,"kk"
"1st Expt","MG343",3,5,108,39.126,1012.655,"kk"
"1st Expt","MG347",2,9,112,35.346,771.485,"kk"
"1st Expt","MG347",1,10,144,34.906,683.585,"kk"
"1st Expt","MG347",3,8,128,37.909,644.436,"kk"
"1st Expt","MG348",2,7,110,32.409,1053.708,"kk"
"1st Expt","MG348",1,8,112,34.099,1103.099,"kk"
"1st Expt","MG348",3,8,110,33.195,1021.689,"kk"
"1st Expt","MG352",1,8,138,31.557,869.946,"kk"
"1st Expt","MG352",2,8,150,30.957,918.986,"kk"
"1st Expt","MG352",3,8,115,30.637,912.596,"kk"
"1st Expt","MG353",3,6,85,23.022,660.566,"kk"
"1st Expt","MG353",2,6,95,27.469,824.979,"kk"
"1st Expt","MG353",1,7,115,28.024,747.099,"kk"
"1st Expt","MG357",1,2,77,25.367,684.524,"kk"
"1st Expt","MG357",3,2,64,26.77,646.682,"kk"
"1st Expt","MG357",2,2,73,24.376,799.353,"kk"
"1st Expt","MG359",1,7,132,29.109,892.37,"kk"
"1st Expt","MG359",3,8,156,31.43,792.863,"kk"
"1st Expt","MG359",2,7,130,29.596,968.513,"kk"
"1st Expt","MG362",2,5,114,31.886,792.574,"kk"
"1st Expt","MG362",3,5,111,29.772,549.807,"kk"
"1st Expt","MG362",1,5,122,30.707,712.014,"kk"
"1st Expt","MG365",1,4,101,30.458,984.149,"kk"
"1st Expt","MG365",2,5,131,31.954,980.17,"kk"
"1st Expt","MG365",3,5,112,29.693,696.107,"kk"
"1st Expt","MG366",2,5,95,38.913,817.936,"kk"
"1st Expt","MG366",3,4,87,37.492,825.648,"kk"
"1st Expt","MG366",1,4,92,35.821,779.044,"kk"
"1st Expt","MG367",1,7,183,32.329,781.659,"kk"
"1st Expt","MG367",3,7,165,31.123,977.668,"kk"
"1st Expt","MG367",2,7,196,34.371,572.216,"kk"
"1st Expt","MG370",3,5,88,28.513,790.88,"kk"
"1st Expt","MG370",1,6,115,27.835,670.333,"kk"
"1st Expt","MG370",2,5,90,30.488,619.026,"kk"
"1st Expt","MG372",1,9,157,27.632,924.103,"kk"
"1st Expt","MG372",3,7,140,23.809,1007.306,"kk"
"1st Expt","MG372",2,7,110,23.812,968.694,"kk"
"1st Expt","MG375",2,7,140,27.5,1092.841,"kk"
"1st Expt","MG375",3,6,116,30.398,850.617,"kk"
"1st Expt","MG375",1,5,109,30.485,1111.462,"kk"
"1st Expt","MG377",1,8,157,39.177,1118.522,"kk"
"1st Expt","MG377",2,8,143,38.498,1582.976,"kk"
"1st Expt","MG377",3,7,127,37.48,1101.973,"kk"
"1st Expt","MG380",1,3,139,33.197,533.034,"kk"
"1st Expt","MG380",3,3,142,32.468,889.858,"kk"
"1st Expt","MG380",2,3,132,32.452,619.49,"kk"
"1st Expt","MG382",2,5,108,21.114,815.955,"kk"
"1st Expt","MG382",3,5,126,20.945,689.882,"kk"
"1st Expt","MG382",1,5,102,19.919,492.952,"kk"
"1st Expt","MG385",1,6,150,29.886,849.433,"kk"
"1st Expt","MG385",3,6,180,30.895,664.772,"kk"
"1st Expt","MG385",2,6,158,27.416,687.224,"kk"
"1st Expt","MG387",3,6,84,25.97,794.632,"kk"
"1st Expt","MG387",1,7,89,23.234,750.355,"kk"
"1st Expt","MG387",2,6,95,23.497,553.8,"kk"
"1st Expt","MG390",2,8,142,35.913,895.948,"kk"
"1st Expt","MG390",1,6,83,33.662,700.987,"kk"
"1st Expt","MG390",3,7,123,31.757,939.297,"kk"
"1st Expt","MG392",1,6,91,33.231,700.18,"kk"
"1st Expt","MG392",2,6,118,36.489,782.046,"kk"
"1st Expt","MG392",3,7,112,37.325,852.812,"kk"
"1st Expt","MG395",1,5,102,23.529,798.377,"kk"
"1st Expt","MG395",2,6,112,23.762,1003.084,"kk"
"1st Expt","MG395",3,5,99,22.104,981.762,"kk"
"1st Expt","MG397",1,5,93,31.499,741.879,"kk"
"1st Expt","MG397",3,5,81,29.818,1338.192,"kk"
"1st Expt","MG397",2,6,99,33.96,1236.943,"kk"
"1st Expt","MG400",1,8,152,32.063,1252.278,"kk"
"1st Expt","MG400",2,7,145,29.25,1076.045,"kk"
"1st Expt","MG400",3,8,141,33.417,708.434,"kk"
"1st Expt","MG402",1,5,101,30.378,992.14,"kk"
"1st Expt","MG402",3,7,131,29.179,779.453,"kk"
"1st Expt","MG402",2,4,74,30.154,1027.692,"kk"
"1st Expt","MG405",1,8,139,32.612,516.544,"kk"
"1st Expt","MG405",2,7,132,32.106,808.06,"kk"
"1st Expt","MG405",3,7,118,32.923,709.717,"kk"
"1st Expt","MG407",3,4,86,32.618,774.266,"kk"
"1st Expt","MG407",1,4,98,33.787,843.84,"kk"
"1st Expt","MG407",2,4,103,28.409,697.371,"kk"
"1st Expt","MG410",2,5,61,32.645,828.28,"kk"
"1st Expt","MG410",1,5,64,32.9,734.896,"kk"
"1st Expt","MG410",3,4,39,33.699,779,"kk"
"1st Expt","MG412",2,5,106,24.061,804.988,"kk"
"1st Expt","MG412",3,6,122,22.154,688.056,"kk"
"1st Expt","MG412",1,6,155,23.742,1024.286,"kk"
"1st Expt","MG415",1,5,138,30.081,822.009,"kk"
"1st Expt","MG415",2,4,137,26.625,690.946,"kk"
"1st Expt","MG415",3,7,214,26.953,592.515,"kk"
"1st Expt","MG417",1,7,165,21.592,801.996,"kk"
"1st Expt","MG417",2,7,153,20.407,873.682,"kk"
"1st Expt","MG417",3,8,205,24.66,945.99,"kk"
"1st Expt","MG420",1,6,126,32.061,1100.996,"kk"
"1st Expt","MG420",2,5,99,33.519,1025.858,"kk"
"1st Expt","MG420",3,5,115,28.152,909.345,"kk"
"1st Expt","MG422",2,4,82,34.603,687.175,"kk"
"1st Expt","MG422",3,5,130,33.56,646.81,"kk"
"1st Expt","MG422",1,5,131,34.575,719.664,"kk"
"1st Expt","MG425",2,6,158,24.16,803.554,"kk"
"1st Expt","MG425",1,6,139,28.249,750.003,"kk"
"1st Expt","MG425",3,4,108,26.412,764.077,"kk"
"1st Expt","MG427",3,7,141,24.616,580.191,"kk"
"1st Expt","MG427",1,8,159,24.794,714.956,"kk"
"1st Expt","MG427",2,7,124,25.559,827.985,"kk"
"1st Expt","MG432",3,5,87,29.04,826.968,"kk"
"1st Expt","MG432",1,6,105,26.119,717.749,"kk"
"1st Expt","MG432",2,5,83,27.581,706.555,"kk"
"1st Expt","MG434",3,8,123,32.327,922.602,"kk"
"1st Expt","MG434",1,7,109,35.879,569.829,"kk"
"1st Expt","MG434",2,8,110,32.751,806.478,"kk"
"1st Expt","MG437",1,4,116,25.413,673.208,"kk"
"1st Expt","MG437",3,4,101,20.718,664.084,"kk"
"1st Expt","MG437",2,4,107,21.601,624.631,"kk"
"1st Expt","MG439",2,5,206,35.273,898.049,"kk"
"1st Expt","MG439",1,5,195,36.772,508.951,"kk"
"1st Expt","MG439",3,5,218,38.921,445.265,"kk"
"1st Expt","MG443",3,4,96,28.491,795.227,"kk"
"1st Expt","MG443",2,4,89,28.285,744.448,"kk"
"1st Expt","MG443",1,4,97,25.861,985.889,"kk"
"1st Expt","MG444",3,4,98,31.601,633.243,"kk"
"1st Expt","MG444",2,5,110,32.631,649.512,"kk"
"1st Expt","MG444",1,4,105,31.074,686.507,"kk"
"1st Expt","MG446",1,4,56,37.009,676.304,"kk"
"1st Expt","MG446",3,4,47,33.403,528.779,"kk"
"1st Expt","MG446",2,4,42,31.021,778.059,"kk"
"1st Expt","MG450",1,7,119,33.598,551.999,"kk"
"1st Expt","MG450",2,6,94,37.573,573.291,"kk"
"1st Expt","MG450",3,6,87,37.495,766.539,"kk"
"1st Expt","MG451",2,4,110,25.018,691.747,"kk"
"1st Expt","MG451",3,4,107,22.499,749.23,"kk"
"1st Expt","MG451",1,5,120,23.86,880.898,"kk"
"1st Expt","MG455",1,7,120,34.728,836.993,"kk"
"1st Expt","MG455",3,6,95,30.48,776.758,"kk"
"1st Expt","MG455",2,6,91,32.959,729.791,"kk"
"1st Expt","MG457",3,4,78,30.991,911.366,"kk"
"1st Expt","MG457",1,4,102,29.825,914.146,"kk"
"1st Expt","MG457",2,3,89,31.676,642.635,"kk"
"1st Expt","MG460",2,9,161,33.345,979.701,"kk"
"1st Expt","MG460",3,9,132,33.283,1005.175,"kk"
"1st Expt","MG460",1,9,110,32.59,985.097,"kk"
"1st Expt","MG461",2,12,128,32.773,1229.644,"kk"
"1st Expt","MG461",1,12,167,31.018,1296.643,"kk"
"1st Expt","MG461",3,13,142,33.375,1450.525,"kk"
"1st Expt","MG462",2,7,160,28.034,1249.496,"kk"
"1st Expt","MG462",1,7,153,29.323,1080.295,"kk"
"1st Expt","MG462",3,7,132,30.37,1149.76,"kk"
"1st Expt","MG465",2,8,130,34.372,883.686,"kk"
"1st Expt","MG465",1,9,149,32.507,825.175,"kk"
"1st Expt","MG465",3,8,107,29.883,765.75,"kk"
"1st Expt","MG466",1,7,163,27.693,847.672,"kk"
"1st Expt","MG466",2,5,134,27.651,709.018,"kk"
"1st Expt","MG466",3,5,127,28.361,807.027,"kk"
